fusion,CCLE_Omics,Breast,sources,source_count
EEF1D--SNHG3,1,0,CCLE_Omics,1
EEF1D--TMSB10,1,0,CCLE_Omics,1
EEF1G--EIF4G2,1,0,CCLE_Omics,1
EEF1G--GAPDH,1,0,CCLE_Omics,1
EEF1G--JUP,1,0,CCLE_Omics,1
EEF1G--KRT19,1,0,CCLE_Omics,1
EEF1G--RPL22,1,0,CCLE_Omics,1
EEF1G--RPL5,1,0,CCLE_Omics,1
EEF1G--RPS12,1,0,CCLE_Omics,1
EEF1G--RPS27,1,0,CCLE_Omics,1
EEF1G--RPS3A,1,0,CCLE_Omics,1
EEF2--ENO1,1,0,CCLE_Omics,1
EEF2--FN1,1,0,CCLE_Omics,1
EEF2--FTH1,1,0,CCLE_Omics,1
EEF2--HNRNPA2B1,1,0,CCLE_Omics,1
EEF2--KRT8,1,0,CCLE_Omics,1
EEF2--MT-ATP6,1,0,CCLE_Omics,1
EEF2--MT-ATP8,1,0,CCLE_Omics,1
EEF2--MT-CO1,1,0,CCLE_Omics,1
EEF2--MT-CO3,1,0,CCLE_Omics,1
EEF2--MT-ND2,1,0,CCLE_Omics,1
EEF2--MT2A,1,0,CCLE_Omics,1
EEF2--P4HB,1,0,CCLE_Omics,1
EEF2--POLR2A,1,0,CCLE_Omics,1
EEF2--RANGAP1,1,0,CCLE_Omics,1
EEF2--RPL13,1,0,CCLE_Omics,1
EEF2--RPL13A,1,0,CCLE_Omics,1
EEF2--RPL18,1,0,CCLE_Omics,1
EEF2--RPL3,1,0,CCLE_Omics,1
EEF2--RPL4,1,0,CCLE_Omics,1
EEF2--RPLP0,1,0,CCLE_Omics,1
EEF2--RPLP1,1,0,CCLE_Omics,1
EEF2--RPS17,1,0,CCLE_Omics,1
EEF2--RPS2,1,0,CCLE_Omics,1
EEF2--RPS28,1,0,CCLE_Omics,1
EEF2--TPT1,1,0,CCLE_Omics,1
EFCAB12--IFT122,1,0,CCLE_Omics,1
EFCAB2--KIF26B,1,0,CCLE_Omics,1
EFCAB3--TLK2,1,0,CCLE_Omics,1
EFCAB5--NSRP1,1,0,CCLE_Omics,1
EFNB1--MT-CO2,1,0,CCLE_Omics,1
EFTUD2--KIF18B,1,0,CCLE_Omics,1
EGFR--GNAS,1,0,CCLE_Omics,1
EGFR--MT-RNR2,1,0,CCLE_Omics,1
EGFR--SET,1,0,CCLE_Omics,1
EIF1--FTH1,1,0,CCLE_Omics,1
EIF1--GNAS,1,0,CCLE_Omics,1
EIF1--GSTP1,1,0,CCLE_Omics,1
EIF1--KRT18,1,0,CCLE_Omics,1
EIF1--KRT8,1,0,CCLE_Omics,1
EIF1--MRPL3,1,0,CCLE_Omics,1
EIF1--MT-ATP8,1,0,CCLE_Omics,1
EIF1--MT-CO1,1,0,CCLE_Omics,1
EIF1--MT-CO2,1,0,CCLE_Omics,1
EIF1--MT-CO3,1,0,CCLE_Omics,1
EIF1--MT-ND2,1,0,CCLE_Omics,1
EIF1--MT-ND4L,1,0,CCLE_Omics,1
EIF1--NONO,1,0,CCLE_Omics,1
EIF1--PPIA,1,0,CCLE_Omics,1
EIF1--PPIAP22,1,0,CCLE_Omics,1
EIF1--RPL5,1,0,CCLE_Omics,1
EIF1--RPLP2,1,0,CCLE_Omics,1
EIF1--TMSB4X,1,0,CCLE_Omics,1
EIF1--YBX1,1,0,CCLE_Omics,1
EIF2S1--HNRNPH1,1,0,CCLE_Omics,1
EIF2S2--MT-CO1,1,0,CCLE_Omics,1
EIF2S3--HMGB1,1,0,CCLE_Omics,1
EIF2S3--HSPD1,1,0,CCLE_Omics,1
EIF3D--RPS18,1,0,CCLE_Omics,1
EIF3E--EIF3H,1,0,CCLE_Omics,1
EIF3E--EMC2,1,0,CCLE_Omics,1
EIF3E--RPL7,1,0,CCLE_Omics,1
EIF3E--YWHAZ,1,0,CCLE_Omics,1
EIF3G--PIN4,1,0,CCLE_Omics,1
EIF3H--EXT1,1,0,CCLE_Omics,1
EIF3H--GNAS,1,0,CCLE_Omics,1
EIF3H--RAD21,1,0,CCLE_Omics,1
EIF3H--SAMD12,1,0,CCLE_Omics,1
EIF3H--TRPS1,1,0,CCLE_Omics,1
EIF3I--MT-CYB,1,0,CCLE_Omics,1
EIF3K--MT-ATP6,1,0,CCLE_Omics,1
EIF3L--MICALL1,1,0,CCLE_Omics,1
EIF3L--RPL4,1,0,CCLE_Omics,1
EIF4A1--EIF5A,1,0,CCLE_Omics,1
EIF4A1--FTL,1,0,CCLE_Omics,1
EIF4A1--HNRNPA2B1,1,0,CCLE_Omics,1
EIF4A1--LIMA1,1,0,CCLE_Omics,1
EIF4A1--MT-CO1,1,0,CCLE_Omics,1
EIF4A2--FN1,1,0,CCLE_Omics,1
EIF4B--PTMA,1,0,CCLE_Omics,1
EIF4B--RPS3A,1,0,CCLE_Omics,1
EIF4E--TSPAN5,1,0,CCLE_Omics,1
EIF4E2--MT-ATP6,1,0,CCLE_Omics,1
EIF4E2--MT-ATP8,1,0,CCLE_Omics,1
EIF4G1--MT-ND4,1,0,CCLE_Omics,1
EIF4G2--GNAS,1,0,CCLE_Omics,1
EIF4G2--GNB1,1,0,CCLE_Omics,1
EIF4G2--RPL13A,1,0,CCLE_Omics,1
EIF4G2--RPS12,1,0,CCLE_Omics,1
EIF4H--ELN,1,0,CCLE_Omics,1
EIF4H--RPL27,1,0,CCLE_Omics,1
EIF4H--UBB,1,0,CCLE_Omics,1
EIF5--NKTR,1,0,CCLE_Omics,1
EIF5A--GNB2,1,0,CCLE_Omics,1
EIF5A--HMGN2,1,0,CCLE_Omics,1
EIF5A--HNRNPA2B1,1,0,CCLE_Omics,1
EIF5A--RPL4,1,0,CCLE_Omics,1
EIF5A2--RPL22L1,1,0,CCLE_Omics,1
EIF5B--MT-CO2,1,0,CCLE_Omics,1
EIPR1--TRAPPC12,1,0,CCLE_Omics,1
ELAVL1--FBN3,1,0,CCLE_Omics,1
ELOF1--MT-ND6,1,0,CCLE_Omics,1
ELOVL5--NPM1,1,0,CCLE_Omics,1
ELP2--GALNT1,1,0,CCLE_Omics,1
ELP2--MOCOS,1,0,CCLE_Omics,1
ELP2--RPL13,1,0,CCLE_Omics,1
EMC4--TMED3,1,0,CCLE_Omics,1
EMCN--SMARCC1,1,0,CCLE_Omics,1
EME2--NUBP2,1,0,CCLE_Omics,1
EMG1--SRP9,1,0,CCLE_Omics,1
EML4--MTA3,1,0,CCLE_Omics,1
EMP1--RPS24,1,0,CCLE_Omics,1
EMP2--TEKT5,1,0,CCLE_Omics,1
ENO1--FTL,1,0,CCLE_Omics,1
ENO1--GAPDH,1,0,CCLE_Omics,1
ENO1--HMGCS1,1,0,CCLE_Omics,1
ENO1--ILF2,1,0,CCLE_Omics,1
ENO1--KRT8,1,0,CCLE_Omics,1
ENO1--MT-CYB,1,0,CCLE_Omics,1
ENO1--RPL10,1,0,CCLE_Omics,1
ENO1--RPL22,1,0,CCLE_Omics,1
ENO1--RPL5,1,0,CCLE_Omics,1
ENO1--RPL8,1,0,CCLE_Omics,1
ENO1--RPS18,1,0,CCLE_Omics,1
ENO1--RPS2,1,0,CCLE_Omics,1
ENO1--RPS3,1,0,CCLE_Omics,1
ENO1--SENP3-EIF4A1,1,0,CCLE_Omics,1
ENO1--TPI1,1,0,CCLE_Omics,1
ENO1--TPX2,1,0,CCLE_Omics,1
ENO1--TRIM28,1,0,CCLE_Omics,1
ENO1--TXN,1,0,CCLE_Omics,1
ENO1--XRCC6,1,0,CCLE_Omics,1
ENY2--HYOU1,1,0,CCLE_Omics,1
EPB41--PTPRU,1,0,CCLE_Omics,1
EPB41--YTHDF2,1,0,CCLE_Omics,1
EPCAM--GAPDH,1,0,CCLE_Omics,1
EPCAM--MSH2,1,0,CCLE_Omics,1
EPS15--FAF1,1,0,CCLE_Omics,1
EPS15L1--TPM4,1,0,CCLE_Omics,1
ERBB2--JUP,1,0,CCLE_Omics,1
ERBB2--KRT7,1,0,CCLE_Omics,1
ERBB2--KRT8,1,0,CCLE_Omics,1
ERBB2--MT-ATP6,1,0,CCLE_Omics,1
ERBB2--MT-CO3,1,0,CCLE_Omics,1
ERBB2--MT-ND1,1,0,CCLE_Omics,1
ERBB2--MT-ND2,1,0,CCLE_Omics,1
ERBB2--MT-ND4L,1,0,CCLE_Omics,1
ERBB2--RPL8,1,0,CCLE_Omics,1
ERBB3--PCBP2,1,0,CCLE_Omics,1
ERBIN--NLN,1,0,CCLE_Omics,1
ERC1--WNK1,1,0,CCLE_Omics,1
ERC1--WNT5B,1,0,CCLE_Omics,1
ERGIC1--NEURL1B,1,0,CCLE_Omics,1
ERGIC3--MAP4K4,1,0,CCLE_Omics,1
ERICH5--RPL30,1,0,CCLE_Omics,1
ERN1--TANC2,1,0,CCLE_Omics,1
ESF1--TASP1,1,0,CCLE_Omics,1
ESYT1--FTL,1,0,CCLE_Omics,1
ESYT2--MT-ND4L,1,0,CCLE_Omics,1
ESYT2--NCAPG2,1,0,CCLE_Omics,1
ETFA--SCAPER,1,0,CCLE_Omics,1
ETHE1--RPL13,1,0,CCLE_Omics,1
ETS1--MT-ATP6,1,0,CCLE_Omics,1
EXT1--MED30,1,0,CCLE_Omics,1
EXT1--SAMD12,1,0,CCLE_Omics,1
EYA3--RCC1,1,0,CCLE_Omics,1
EZR--KRT8,1,0,CCLE_Omics,1
EZR--OSTCP1,1,0,CCLE_Omics,1
EZR--RACK1,1,0,CCLE_Omics,1
EZR--RPS7,1,0,CCLE_Omics,1
EZR--RSPH3,1,0,CCLE_Omics,1
FADS2--MT-ATP6,1,0,CCLE_Omics,1
FADS2--MT-ATP8,1,0,CCLE_Omics,1
FADS2--VIM,1,0,CCLE_Omics,1
FAF1--RNF11,1,0,CCLE_Omics,1
FAF1--SHANK2,1,0,CCLE_Omics,1
FAM114A2--ROCK1,1,0,CCLE_Omics,1
FAM120A--PHF2,1,0,CCLE_Omics,1
FAM120A--STK38,1,0,CCLE_Omics,1
FAM120B--ZNF736,1,0,CCLE_Omics,1
FAM133B--RBM48,1,0,CCLE_Omics,1
FAM13B--SIL1,1,0,CCLE_Omics,1
FAM168A--MT-CO1,1,0,CCLE_Omics,1
FAM171A1--NMT2,1,0,CCLE_Omics,1
FAM172A--KIAA0825,1,0,CCLE_Omics,1
FAM177A1--SRP54,1,0,CCLE_Omics,1
FAM185A--FBXL13,1,0,CCLE_Omics,1
FAM185A--LRRC17,1,0,CCLE_Omics,1
FAM193A--ZFYVE28,1,0,CCLE_Omics,1
FAM222B--FLOT2,1,0,CCLE_Omics,1
FAM83H--MT-CO2,1,0,CCLE_Omics,1
FANCC--MT-RNR2,1,0,CCLE_Omics,1
FASN--IGFBP5,1,0,CCLE_Omics,1
FASN--MT-ND4,1,0,CCLE_Omics,1
FASN--MT-RNR2,1,0,CCLE_Omics,1
FASN--TUBA1B,1,0,CCLE_Omics,1
FAT1--RPL27,1,0,CCLE_Omics,1
FAU--NPM1,1,0,CCLE_Omics,1
FAU--RPLP0,1,0,CCLE_Omics,1
FBL--RPL4,1,0,CCLE_Omics,1
FBRSL1--NOC4L,1,0,CCLE_Omics,1
FBXL20--RPL19,1,0,CCLE_Omics,1
FBXO22--UBE2Q2,1,0,CCLE_Omics,1
FBXO25--TDRP,1,0,CCLE_Omics,1
FBXO34--KTN1,1,0,CCLE_Omics,1
FBXO9--GAPDH,1,0,CCLE_Omics,1
FBXW11--NPM1,1,0,CCLE_Omics,1
FBXW11--RANBP17,1,0,CCLE_Omics,1
FBXW2--MT-ND5,1,0,CCLE_Omics,1
FBXW7--TMEM154,1,0,CCLE_Omics,1
FCGRT--RPL13AP5,1,0,CCLE_Omics,1
FDFT1--MT-ATP6,1,0,CCLE_Omics,1
FDFT1--MT-ATP8,1,0,CCLE_Omics,1
FER--PJA2,1,0,CCLE_Omics,1
FGD6--NR2C1,1,0,CCLE_Omics,1
FGD6--USP44,1,0,CCLE_Omics,1
FGFR1--MT-ND4L,1,0,CCLE_Omics,1
FIP1L1--SCFD2,1,0,CCLE_Omics,1
FKBP8--OAZ1,1,0,CCLE_Omics,1
FKBP8--PTMA,1,0,CCLE_Omics,1
FKTN--TMEM38B,1,0,CCLE_Omics,1
FLNA--GAPDH,1,0,CCLE_Omics,1
FLNA--GSTP1,1,0,CCLE_Omics,1
FLNA--KRT8,1,0,CCLE_Omics,1
FLNA--MT-ATP6,1,0,CCLE_Omics,1
FLNA--MT-ND4L,1,0,CCLE_Omics,1
FLNA--RBBP6,1,0,CCLE_Omics,1
FLNA--RPL10,1,0,CCLE_Omics,1
FLNB--MT-ND5,1,0,CCLE_Omics,1
FLNB--SLMAP,1,0,CCLE_Omics,1
FN1--GOLGA4,1,0,CCLE_Omics,1
FN1--HNRNPA2B1,1,0,CCLE_Omics,1
FN1--HSPD1,1,0,CCLE_Omics,1
FN1--LDHA,1,0,CCLE_Omics,1
FN1--LRP1,1,0,CCLE_Omics,1
FN1--LRPPRC,1,0,CCLE_Omics,1
FN1--MALAT1,1,0,CCLE_Omics,1
FN1--MT-ATP6,1,0,CCLE_Omics,1
FN1--MT-CO1,1,0,CCLE_Omics,1
FN1--MT-CO2,1,0,CCLE_Omics,1
FN1--MT-ND4,1,0,CCLE_Omics,1
FN1--MT-ND4L,1,0,CCLE_Omics,1
FN1--MT-ND5,1,0,CCLE_Omics,1
FN1--NCL,1,0,CCLE_Omics,1
FN1--NPM1,1,0,CCLE_Omics,1
FN1--PABPC1,1,0,CCLE_Omics,1
FN1--PDIA6,1,0,CCLE_Omics,1
FN1--PKM,1,0,CCLE_Omics,1
FN1--RPL10,1,0,CCLE_Omics,1
FN1--RPL10P9,1,0,CCLE_Omics,1
FN1--RPL31,1,0,CCLE_Omics,1
FN1--RPL37A,1,0,CCLE_Omics,1
FN1--RPL4,1,0,CCLE_Omics,1
FN1--RPLP1,1,0,CCLE_Omics,1
FN1--RPS20,1,0,CCLE_Omics,1
FN1--RPS3A,1,0,CCLE_Omics,1
FN1--RPS6,1,0,CCLE_Omics,1
FN1--RPS8,1,0,CCLE_Omics,1
FN3KRP--FOXK2,1,0,CCLE_Omics,1
FNDC3A--ZC3H13,1,0,CCLE_Omics,1
FOCAD--MTAP,1,0,CCLE_Omics,1
FOS--MT-CO1,1,0,CCLE_Omics,1
FOSL1--MT-ATP6,1,0,CCLE_Omics,1
FOSL1--MT-ND1,1,0,CCLE_Omics,1
FOSL2--MRPL33,1,0,CCLE_Omics,1
FOXN3--MT-ND5,1,0,CCLE_Omics,1
FOXO1--MRPS31,1,0,CCLE_Omics,1
FRS2--NUP107,1,0,CCLE_Omics,1
FRS2--RAB3IP,1,0,CCLE_Omics,1
FRYL--OCIAD2,1,0,CCLE_Omics,1
FSD1L--SLC44A1,1,0,CCLE_Omics,1
FTH1--FTL,1,0,CCLE_Omics,1
FTH1--GSTP1,1,0,CCLE_Omics,1
FTH1--HSPA8,1,0,CCLE_Omics,1
FTH1--HSPD1,1,0,CCLE_Omics,1
FTH1--KRT18,1,0,CCLE_Omics,1
FTH1--LDHA,1,0,CCLE_Omics,1
FTH1--MT-ATP6,1,0,CCLE_Omics,1
FTH1--MT-ATP8,1,0,CCLE_Omics,1
FTH1--MT-CO1,1,0,CCLE_Omics,1
FTH1--MT-CO2,1,0,CCLE_Omics,1
FTH1--MT-CO3,1,0,CCLE_Omics,1
FTH1--MT-CYB,1,0,CCLE_Omics,1
FTH1--MT-ND2,1,0,CCLE_Omics,1
FTH1--PKM,1,0,CCLE_Omics,1
FTH1--PPP4C,1,0,CCLE_Omics,1
FTH1--RPL28,1,0,CCLE_Omics,1
FTH1--RPS28,1,0,CCLE_Omics,1
FTH1--RPS28P7,1,0,CCLE_Omics,1
FTH1--RPS9,1,0,CCLE_Omics,1
FTH1--S100A6,1,0,CCLE_Omics,1
FTH1--SFPQ,1,0,CCLE_Omics,1
FTH1--SH3BP4,1,0,CCLE_Omics,1
FTH1--TFDP1,1,0,CCLE_Omics,1
FTH1--TPM2,1,0,CCLE_Omics,1
FTH1--TUBB,1,0,CCLE_Omics,1
FTH1--TUBB4B,1,0,CCLE_Omics,1
FTH1--VIM,1,0,CCLE_Omics,1
FTH1--ZFAS1,1,0,CCLE_Omics,1
FTH1--ZMPSTE24,1,0,CCLE_Omics,1
FTL--FTLP19,1,0,CCLE_Omics,1
FTL--GAPDH,1,0,CCLE_Omics,1
FTL--HMGB1,1,0,CCLE_Omics,1
FTL--HNRNPA2B1,1,0,CCLE_Omics,1
FTL--HSPA8,1,0,CCLE_Omics,1
FTL--IGF2,1,0,CCLE_Omics,1
FTL--KRT8,1,0,CCLE_Omics,1
FTL--MT-ATP6,1,0,CCLE_Omics,1
FTL--MT-ATP8,1,0,CCLE_Omics,1
FTL--MT-CO1,1,0,CCLE_Omics,1
FTL--MT-ND1,1,0,CCLE_Omics,1
FTL--MT-ND4,1,0,CCLE_Omics,1
FTL--RPL22,1,0,CCLE_Omics,1
FTL--RPL39,1,0,CCLE_Omics,1
FTL--RPS18,1,0,CCLE_Omics,1
FTL--S100P,1,0,CCLE_Omics,1
FTL--SENP3-EIF4A1,1,0,CCLE_Omics,1
FUBP1--USP33,1,0,CCLE_Omics,1
FUS--HNRNPK,1,0,CCLE_Omics,1
FUS--POLE,1,0,CCLE_Omics,1
FUS--SF1,1,0,CCLE_Omics,1
FXYD5--MT-RNR2,1,0,CCLE_Omics,1
FYB1--RICTOR,1,0,CCLE_Omics,1
FYN--HDAC2,1,0,CCLE_Omics,1
FYN--MT-CYB,1,0,CCLE_Omics,1
FYN--REV3L,1,0,CCLE_Omics,1
G6PD--MT-CO1,1,0,CCLE_Omics,1
G6PD--PLBD2,1,0,CCLE_Omics,1
GAA--GAPDH,1,0,CCLE_Omics,1
GAB2--NARS2,1,0,CCLE_Omics,1
GABPA--TOP1,1,0,CCLE_Omics,1
GABPB1--TCF12,1,0,CCLE_Omics,1
GALNT10--GEMIN5,1,0,CCLE_Omics,1
GALNT18--MARCHF6,1,0,CCLE_Omics,1
GALNT2--TPT1,1,0,CCLE_Omics,1
GALNT2--URB2,1,0,CCLE_Omics,1
GAPDH--GAPDHP32,1,0,CCLE_Omics,1
GAPDH--GNB1,1,0,CCLE_Omics,1
GAPDH--HMGA1,1,0,CCLE_Omics,1
GAPDH--HSPA8,1,0,CCLE_Omics,1
GAPDH--HSPA9,1,0,CCLE_Omics,1
GAPDH--KIF1C,1,0,CCLE_Omics,1
GAPDH--KRT18,1,0,CCLE_Omics,1
GAPDH--LDHA,1,0,CCLE_Omics,1
GAPDH--MSN,1,0,CCLE_Omics,1
GAPDH--MT-ATP8,1,0,CCLE_Omics,1
GAPDH--MT-CO1,1,0,CCLE_Omics,1
GAPDH--MT-CO2,1,0,CCLE_Omics,1
GAPDH--MT-CO3,1,0,CCLE_Omics,1
GAPDH--MT-ND1,1,0,CCLE_Omics,1
GAPDH--MT-ND4,1,0,CCLE_Omics,1
GAPDH--MT-ND4L,1,0,CCLE_Omics,1
GAPDH--MT-ND5,1,0,CCLE_Omics,1
GAPDH--MT2A,1,0,CCLE_Omics,1
GAPDH--MTHFR,1,0,CCLE_Omics,1
GAPDH--MYH9,1,0,CCLE_Omics,1
GAPDH--NAPRT,1,0,CCLE_Omics,1
GAPDH--NCL,1,0,CCLE_Omics,1
GAPDH--PDIA4,1,0,CCLE_Omics,1
GAPDH--PKM,1,0,CCLE_Omics,1
GAPDH--POLR2A,1,0,CCLE_Omics,1
GAPDH--PSAP,1,0,CCLE_Omics,1
GAPDH--RPL10,1,0,CCLE_Omics,1
GAPDH--RPL18,1,0,CCLE_Omics,1
GAPDH--RPL21,1,0,CCLE_Omics,1
GAPDH--RPL3,1,0,CCLE_Omics,1
GAPDH--RPL5,1,0,CCLE_Omics,1
GAPDH--RPS15A,1,0,CCLE_Omics,1
GAPDH--RPS18,1,0,CCLE_Omics,1
GAPDH--RPS2,1,0,CCLE_Omics,1
GAPDH--RPS24,1,0,CCLE_Omics,1
GAPDH--RPSA,1,0,CCLE_Omics,1
GAPDH--SDC1,1,0,CCLE_Omics,1
GAPDH--SRRM2,1,0,CCLE_Omics,1
GAPDH--SZT2,1,0,CCLE_Omics,1
GAPDH--TCF20,1,0,CCLE_Omics,1
GAPDH--TSPO,1,0,CCLE_Omics,1
GAPDH--TUBA1A,1,0,CCLE_Omics,1
GAPDH--VPS37C,1,0,CCLE_Omics,1
GAPDH--YWHAH,1,0,CCLE_Omics,1
GAPDHP1--MT-ND4,1,0,CCLE_Omics,1
GAPDHP1--MT-ND4L,1,0,CCLE_Omics,1
GAPDHP1--RPS18,1,0,CCLE_Omics,1
GAS5--RPL12,1,0,CCLE_Omics,1
GAS5--RPL27A,1,0,CCLE_Omics,1
GAS5--RPLP0,1,0,CCLE_Omics,1
GAS6--RASA3,1,0,CCLE_Omics,1
GATAD2A--MT-ND4,1,0,CCLE_Omics,1
GATC--MT-ATP6,1,0,CCLE_Omics,1
GCN1--MSI1,1,0,CCLE_Omics,1
GCN1--NEAT1,1,0,CCLE_Omics,1
GDAP1--MIR2052HG,1,0,CCLE_Omics,1
GDI1--MT-CO2,1,0,CCLE_Omics,1
GDPD5--RPS3,1,0,CCLE_Omics,1
GEMIN2--PNN,1,0,CCLE_Omics,1
GFPT1--NFU1,1,0,CCLE_Omics,1
GHITM--MT-CO1,1,0,CCLE_Omics,1
GINS1--NINL,1,0,CCLE_Omics,1
GKAP1--UBQLN1,1,0,CCLE_Omics,1
GLE1--SPTAN1,1,0,CCLE_Omics,1
GLG1--RFWD3,1,0,CCLE_Omics,1
GLG1--WDR59,1,0,CCLE_Omics,1
GLYR1--MT-ATP6,1,0,CCLE_Omics,1
GMDS--GMDS-DT,1,0,CCLE_Omics,1
GNAI2--MYH9,1,0,CCLE_Omics,1
GNAS--HMGN2,1,0,CCLE_Omics,1
GNAS--HNRNPA2B1,1,0,CCLE_Omics,1
GNAS--HNRNPDL,1,0,CCLE_Omics,1
GNAS--HNRNPK,1,0,CCLE_Omics,1
GNAS--HSP90AA1,1,0,CCLE_Omics,1
GNAS--HSPA8,1,0,CCLE_Omics,1
GNAS--JAKMIP2,1,0,CCLE_Omics,1
GNAS--LDHA,1,0,CCLE_Omics,1
GNAS--MATR3,1,0,CCLE_Omics,1
GNAS--MIR302CHG,1,0,CCLE_Omics,1
GNAS--MYL6,1,0,CCLE_Omics,1
GNAS--NUCKS1,1,0,CCLE_Omics,1
GNAS--PKM,1,0,CCLE_Omics,1
GNAS--RAD51C,1,0,CCLE_Omics,1
GNAS--RCC1,1,0,CCLE_Omics,1
GNAS--RNF213,1,0,CCLE_Omics,1
GNAS--RNVU1-14,1,0,CCLE_Omics,1
GNAS--RPL10,1,0,CCLE_Omics,1
GNAS--RPL31,1,0,CCLE_Omics,1
GNAS--RPL39,1,0,CCLE_Omics,1
GNAS--RPL5,1,0,CCLE_Omics,1
GNAS--RPL7,1,0,CCLE_Omics,1
GNAS--RPS20,1,0,CCLE_Omics,1
GNAS--SCRN1,1,0,CCLE_Omics,1
GNAS--SF1,1,0,CCLE_Omics,1
GNAS--SNHG29,1,0,CCLE_Omics,1
GNAS--SNHG3,1,0,CCLE_Omics,1
GNAS--SRF,1,0,CCLE_Omics,1
GNAS--TUBA1B,1,0,CCLE_Omics,1
GNAS--TYMS,1,0,CCLE_Omics,1
GNAS--UBE2Z,1,0,CCLE_Omics,1
GNAS--VAPB,1,0,CCLE_Omics,1
GNAS--VIM,1,0,CCLE_Omics,1
GNAS--WDR6,1,0,CCLE_Omics,1
GNAS--YWHAE,1,0,CCLE_Omics,1
GNAS--YWHAQ,1,0,CCLE_Omics,1
GNAS--ZNF519,1,0,CCLE_Omics,1
GNB1--RCC1,1,0,CCLE_Omics,1
GNB1--SNHG3,1,0,CCLE_Omics,1
GNB1L--TXNRD2,1,0,CCLE_Omics,1
GNB5--MT-ATP6,1,0,CCLE_Omics,1
GNG10--PTGR1,1,0,CCLE_Omics,1
GOLGA4--MLH1,1,0,CCLE_Omics,1
GOLGA4--SREK1IP1,1,0,CCLE_Omics,1
GOLGA8A--MT-CYB,1,0,CCLE_Omics,1
GOLPH3--ZFR,1,0,CCLE_Omics,1
GOT2--MT-CO2,1,0,CCLE_Omics,1
GPATCH8--LSM12,1,0,CCLE_Omics,1
GPBP1L1--NASP,1,0,CCLE_Omics,1
GPC1--RPL28,1,0,CCLE_Omics,1
GPD2--LINC01876,1,0,CCLE_Omics,1
GPHN--RAD51B,1,0,CCLE_Omics,1
GPI--SRGN,1,0,CCLE_Omics,1
GPN1--MRPL33,1,0,CCLE_Omics,1
GPR107--HNRNPK,1,0,CCLE_Omics,1
GPR89A--RNF115,1,0,CCLE_Omics,1
GRAMD4--TBC1D22A,1,0,CCLE_Omics,1
GRK2--RPA2,1,0,CCLE_Omics,1
GSDMD--RPL10A,1,0,CCLE_Omics,1
GSKIP--PAPOLA,1,0,CCLE_Omics,1
GSTP1--ITGB3BP,1,0,CCLE_Omics,1
GSTP1--MT-ATP6,1,0,CCLE_Omics,1
GSTP1--VIM,1,0,CCLE_Omics,1
GTF2E2--PPP2CB,1,0,CCLE_Omics,1
GTF2H2--NAIP,1,0,CCLE_Omics,1
GTF2H5--SERAC1,1,0,CCLE_Omics,1
GTF2H5--TULP4,1,0,CCLE_Omics,1
GTF2I--GTF2IRD1,1,0,CCLE_Omics,1
GTPBP1--MT-CO1,1,0,CCLE_Omics,1
H19--MT-ND4,1,0,CCLE_Omics,1
H19--RPL8,1,0,CCLE_Omics,1
H2AZ1--RPL31,1,0,CCLE_Omics,1
H2AZ2--PPIA,1,0,CCLE_Omics,1
HAND2-AS1--LINC02269,1,0,CCLE_Omics,1
HAUS6P1--HAUS6P3,1,0,CCLE_Omics,1
HAX1--PSMA7,1,0,CCLE_Omics,1
HBG1--MT-CO1,1,0,CCLE_Omics,1
HDGF--S100A10,1,0,CCLE_Omics,1
HDGF--SLC25A6,1,0,CCLE_Omics,1
HDLBP--MT-ND1,1,0,CCLE_Omics,1
HDLBP--STK25,1,0,CCLE_Omics,1
HEATR5A--HECTD1,1,0,CCLE_Omics,1
HECTD4--NAA25,1,0,CCLE_Omics,1
HELLS--MIR302CHG,1,0,CCLE_Omics,1
HERC1--ZNF609,1,0,CCLE_Omics,1
HIBADH--JAZF1,1,0,CCLE_Omics,1
HIBADH--TAX1BP1,1,0,CCLE_Omics,1
HIF1A--PRKCH,1,0,CCLE_Omics,1
HIKESHI--PICALM,1,0,CCLE_Omics,1
HIPK2--MT-RNR2,1,0,CCLE_Omics,1
HIRA--UFD1,1,0,CCLE_Omics,1
HK1--TSPAN15,1,0,CCLE_Omics,1
HLA-A--MT-ND4,1,0,CCLE_Omics,1
HLA-A--RPL13,1,0,CCLE_Omics,1
HLA-B--RPL3,1,0,CCLE_Omics,1
HLA-C--LAMA5,1,0,CCLE_Omics,1
HM13--TPX2,1,0,CCLE_Omics,1
HMG20A--PEAK1,1,0,CCLE_Omics,1
HMGA1--JUND,1,0,CCLE_Omics,1
HMGA1--MT-ND2,1,0,CCLE_Omics,1
HMGA1--MT-ND4,1,0,CCLE_Omics,1
HMGA1--MT-ND4L,1,0,CCLE_Omics,1
HMGA1--RBPMS,1,0,CCLE_Omics,1
HMGA2--MSRB3,1,0,CCLE_Omics,1
HMGB1--P2RY8,1,0,CCLE_Omics,1
HMGB1--PTMA,1,0,CCLE_Omics,1
HMGB1--RCC1,1,0,CCLE_Omics,1
HMGB1--RPL23A,1,0,CCLE_Omics,1
HMGB1--SNHG29,1,0,CCLE_Omics,1
HMGB1--SPTBN1,1,0,CCLE_Omics,1
HMGB1--TAF15,1,0,CCLE_Omics,1
HMGB1--ZFAS1,1,0,CCLE_Omics,1
HMGB2--PTMA,1,0,CCLE_Omics,1
