fusion,CCLE_Omics,Breast,sources,source_count
CAMTA2--SPAG7,1,0,CCLE_Omics,1
CANX--CAPN2,1,0,CCLE_Omics,1
CANX--EEF1A1,1,0,CCLE_Omics,1
CANX--HSPA5,1,0,CCLE_Omics,1
CANX--MT-ATP6,1,0,CCLE_Omics,1
CANX--MT-ATP8,1,0,CCLE_Omics,1
CANX--MT-CO1,1,0,CCLE_Omics,1
CANX--NPM1,1,0,CCLE_Omics,1
CANX--PPIA,1,0,CCLE_Omics,1
CANX--PTMA,1,0,CCLE_Omics,1
CANX--TUBA1B,1,0,CCLE_Omics,1
CAPN2--LPP,1,0,CCLE_Omics,1
CAPN2--PSAP,1,0,CCLE_Omics,1
CAPN2--SERPINE1,1,0,CCLE_Omics,1
CAPS--MT-ND4,1,0,CCLE_Omics,1
CAPZA1--SRP9,1,0,CCLE_Omics,1
CAPZA2--CSDE1,1,0,CCLE_Omics,1
CAPZA2--MAML2,1,0,CCLE_Omics,1
CAPZA2--MET,1,0,CCLE_Omics,1
CAPZA2--MT-CO1,1,0,CCLE_Omics,1
CAPZA2--ST7,1,0,CCLE_Omics,1
CAPZA2--UBB,1,0,CCLE_Omics,1
CAPZB--EEF1A1P5,1,0,CCLE_Omics,1
CAPZB--RPL14,1,0,CCLE_Omics,1
CARM1--RPL13,1,0,CCLE_Omics,1
CASC11--PVT1,1,0,CCLE_Omics,1
CASC15--CDKAL1,1,0,CCLE_Omics,1
CASC19--CASC8,1,0,CCLE_Omics,1
CASK--MT-CO1,1,0,CCLE_Omics,1
CAT--PDHX,1,0,CCLE_Omics,1
CAV1--CAV2,1,0,CCLE_Omics,1
CAV1--RPS3,1,0,CCLE_Omics,1
CAV1--TES,1,0,CCLE_Omics,1
CAV2--MT2A,1,0,CCLE_Omics,1
CAVIN1--STAT3,1,0,CCLE_Omics,1
CAVIN1--TTYH3,1,0,CCLE_Omics,1
CBX1--COX4I1,1,0,CCLE_Omics,1
CBX1--NFE2L1,1,0,CCLE_Omics,1
CBX1--SKAP1,1,0,CCLE_Omics,1
CBX5--FAM242C,1,0,CCLE_Omics,1
CBX6--MT-ATP6,1,0,CCLE_Omics,1
CBX6--MT-ATP8,1,0,CCLE_Omics,1
CCAR1--DDX50,1,0,CCLE_Omics,1
CCAR1--HNRNPA2B1,1,0,CCLE_Omics,1
CCDC112--FEM1C,1,0,CCLE_Omics,1
CCDC127--PDCD6,1,0,CCLE_Omics,1
CCDC144NL--USP22,1,0,CCLE_Omics,1
CCDC146--FBXL13,1,0,CCLE_Omics,1
CCDC146--PMS2P2,1,0,CCLE_Omics,1
CCDC192--SLC12A2,1,0,CCLE_Omics,1
CCDC57--FASN,1,0,CCLE_Omics,1
CCDC80--MT-ATP8,1,0,CCLE_Omics,1
CCDC88A--PPP4R3B,1,0,CCLE_Omics,1
CCDC88A--RTN4,1,0,CCLE_Omics,1
CCDC88C--NAP1L1P3,1,0,CCLE_Omics,1
CCDC9--MTHFD2,1,0,CCLE_Omics,1
CCDC91--PPFIBP1,1,0,CCLE_Omics,1
CCDC91--RASSF8-AS1,1,0,CCLE_Omics,1
CCNB1--NME1-NME2,1,0,CCLE_Omics,1
CCND1--MT-ND1,1,0,CCLE_Omics,1
CCND1--RPL7A,1,0,CCLE_Omics,1
CCND1--TPCN2,1,0,CCLE_Omics,1
CCND3--MT-CO3,1,0,CCLE_Omics,1
CCNG1--MT-ND4,1,0,CCLE_Omics,1
CCNI--MT-ND4,1,0,CCLE_Omics,1
CCNL1--SKIL,1,0,CCLE_Omics,1
CCT2--CPSF6,1,0,CCLE_Omics,1
CCT2--NPM1,1,0,CCLE_Omics,1
CCT2--RPL12,1,0,CCLE_Omics,1
CCT2--RPS3,1,0,CCLE_Omics,1
CCT2--YEATS4,1,0,CCLE_Omics,1
CCT3--EEF1A1,1,0,CCLE_Omics,1
CCT3--SMG5,1,0,CCLE_Omics,1
CCT3--VIM,1,0,CCLE_Omics,1
CCT4--USP34,1,0,CCLE_Omics,1
CCT4--XPO1,1,0,CCLE_Omics,1
CCT6A--PSPH,1,0,CCLE_Omics,1
CCT6A--RPS20,1,0,CCLE_Omics,1
CCT6A--RPS24,1,0,CCLE_Omics,1
CCZ1--MT-CO3,1,0,CCLE_Omics,1
CD164--ENO1,1,0,CCLE_Omics,1
CD164--GNAS,1,0,CCLE_Omics,1
CD164--MT-CO2,1,0,CCLE_Omics,1
CD24--MT-ATP6,1,0,CCLE_Omics,1
CD24--MT-ND2,1,0,CCLE_Omics,1
CD37--HMGB2,1,0,CCLE_Omics,1
CD44--GNAS,1,0,CCLE_Omics,1
CD44--PDHX,1,0,CCLE_Omics,1
CD44--RACK1,1,0,CCLE_Omics,1
CD44--VIM,1,0,CCLE_Omics,1
CD46--MT-RNR2,1,0,CCLE_Omics,1
CD59--GAPDH,1,0,CCLE_Omics,1
CD63--MT-CO1,1,0,CCLE_Omics,1
CD74--MT-CO1,1,0,CCLE_Omics,1
CD74--MT-CO2,1,0,CCLE_Omics,1
CD74--MT-CYB,1,0,CCLE_Omics,1
CD74--RPS14,1,0,CCLE_Omics,1
CD81--HMGCR,1,0,CCLE_Omics,1
CD82--MT-ND2,1,0,CCLE_Omics,1
CD9--KDELR1,1,0,CCLE_Omics,1
CD9--RPL4,1,0,CCLE_Omics,1
CD96--PLCXD2,1,0,CCLE_Omics,1
CDC16--UPF3A,1,0,CCLE_Omics,1
CDC20--HSPD1,1,0,CCLE_Omics,1
CDC42--HP1BP3,1,0,CCLE_Omics,1
CDC42BPG--MT-ND5,1,0,CCLE_Omics,1
CDC42SE2--LYRM7,1,0,CCLE_Omics,1
CDC42SE2--RAPGEF6,1,0,CCLE_Omics,1
CDC5L--MT-CO2,1,0,CCLE_Omics,1
CDC73--LINC01031,1,0,CCLE_Omics,1
CDH13--HSBP1,1,0,CCLE_Omics,1
CDK12--FBXL20,1,0,CCLE_Omics,1
CDK13--LINC00265,1,0,CCLE_Omics,1
CDK17--NTN4,1,0,CCLE_Omics,1
CDK2--RAB5B,1,0,CCLE_Omics,1
CDK4--CDK4P1,1,0,CCLE_Omics,1
CDK4--EEF1A1,1,0,CCLE_Omics,1
CDK4--FUS,1,0,CCLE_Omics,1
CDK4--MT-CO3,1,0,CCLE_Omics,1
CDK5RAP2--MEGF9,1,0,CCLE_Omics,1
CDKAL1--E2F3,1,0,CCLE_Omics,1
CDKN1A--EEF1A1,1,0,CCLE_Omics,1
CDV3--SET,1,0,CCLE_Omics,1
CDYL--SERPINB6,1,0,CCLE_Omics,1
CEBPB--MT-ND2,1,0,CCLE_Omics,1
CEBPZ--EIF2AK2,1,0,CCLE_Omics,1
CELF1--MTCH2,1,0,CCLE_Omics,1
CENPW--TRMT11,1,0,CCLE_Omics,1
CEP72--PDCD6,1,0,CCLE_Omics,1
CEP78--PSAT1,1,0,CCLE_Omics,1
CEP83--TMCC3,1,0,CCLE_Omics,1
CEP85L--MTHFD1L,1,0,CCLE_Omics,1
CEP89--RHPN2,1,0,CCLE_Omics,1
CERS6--STK39,1,0,CCLE_Omics,1
CFAP20--MT-CO2,1,0,CCLE_Omics,1
CFL1--FOSL1,1,0,CCLE_Omics,1
CFL1--KRT81,1,0,CCLE_Omics,1
CFL1--MT-CO2,1,0,CCLE_Omics,1
CFL1--MT-CO3,1,0,CCLE_Omics,1
CFL1--MT-ND5,1,0,CCLE_Omics,1
CFL1--NDUFB9,1,0,CCLE_Omics,1
CFL1--RPL4,1,0,CCLE_Omics,1
CFL1--SCD,1,0,CCLE_Omics,1
CFL1--SENP3-EIF4A1,1,0,CCLE_Omics,1
CFL1--YWHAE,1,0,CCLE_Omics,1
CGGBP1--NACA,1,0,CCLE_Omics,1
CHCHD2--EEF2,1,0,CCLE_Omics,1
CHCHD2--MT-CO3,1,0,CCLE_Omics,1
CHCHD2--MT-ND2,1,0,CCLE_Omics,1
CHCHD3--EXOC4,1,0,CCLE_Omics,1
CHCHD3--MT-CO1,1,0,CCLE_Omics,1
CHD2--MT-CO1,1,0,CCLE_Omics,1
CHD2--PTTG1,1,0,CCLE_Omics,1
CHD8--HNRNPC,1,0,CCLE_Omics,1
CHEK2--XBP1,0,1,Breast,1
CHFR--POLE,1,0,CCLE_Omics,1
CHIC2--FIP1L1,1,0,CCLE_Omics,1
CHKA--PPFIA1,1,0,CCLE_Omics,1
CHMP1A--MAN1A2,1,0,CCLE_Omics,1
CHMP1A--PLPBP,1,0,CCLE_Omics,1
CHMP1A--ZNF519,1,0,CCLE_Omics,1
CHMP1A--ZNF738,1,0,CCLE_Omics,1
CHMP4B--NCOA6,1,0,CCLE_Omics,1
CHMP4B--RALY,1,0,CCLE_Omics,1
CHRNA5--CPSF6,1,0,CCLE_Omics,1
CHTOP--RPS15A,1,0,CCLE_Omics,1
CHURC1-FNTB--FUT8,1,0,CCLE_Omics,1
CIB1--RPL18,1,0,CCLE_Omics,1
CIRBP--CNP,1,0,CCLE_Omics,1
CISD3--RPS8,1,0,CCLE_Omics,1
CIZ1--SPTAN1,1,0,CCLE_Omics,1
CKAP5--MT-ATP8,1,0,CCLE_Omics,1
CKAP5--SET,1,0,CCLE_Omics,1
CKB--MT-CO1,1,0,CCLE_Omics,1
CLASRP--MT-CYB,1,0,CCLE_Omics,1
CLDN3--MT-CO3,1,0,CCLE_Omics,1
CLDN4--METTL27,1,0,CCLE_Omics,1
CLDN4--MT-ND4L,1,0,CCLE_Omics,1
CLEC11A--PTMA,1,0,CCLE_Omics,1
CLEC16A--SNN,1,0,CCLE_Omics,1
CLIC1--KRT8,1,0,CCLE_Omics,1
CLIC1--RPL7,1,0,CCLE_Omics,1
CLIC2--TMLHE,1,0,CCLE_Omics,1
CLINT1--RNF130,1,0,CCLE_Omics,1
CLK2--MT-ND2,1,0,CCLE_Omics,1
CLNS1A--EEF1B2,1,0,CCLE_Omics,1
CLNS1A--RSF1,1,0,CCLE_Omics,1
CLPSL1--LHFPL5,1,0,CCLE_Omics,1
CLSTN3--MT-ATP6,1,0,CCLE_Omics,1
CLTA--PTMA,1,0,CCLE_Omics,1
CLTC--RPS6KB1,1,0,CCLE_Omics,1
CLTC--VMP1,1,0,CCLE_Omics,1
CLTCL1--HIRA,1,0,CCLE_Omics,1
CLU--EEF1A1,1,0,CCLE_Omics,1
CLU--MT-CO3,1,0,CCLE_Omics,1
CLUH--MT-ND5,1,0,CCLE_Omics,1
CLYBL--PCCA,1,0,CCLE_Omics,1
CMSS1--NIT2,1,0,CCLE_Omics,1
CMSS1--TBC1D23,1,0,CCLE_Omics,1
CNBP--HADHA,1,0,CCLE_Omics,1
CNBP--RPL12,1,0,CCLE_Omics,1
CNIH4--SKP1,1,0,CCLE_Omics,1
CNNM3--MT-ATP6,1,0,CCLE_Omics,1
CNOT2--NAV3,1,0,CCLE_Omics,1
CNR2--FUCA1,1,0,CCLE_Omics,1
CNTNAP3P1--LERFS,1,0,CCLE_Omics,1
COA4--MRPL48,1,0,CCLE_Omics,1
COG3--GTF2F2,1,0,CCLE_Omics,1
COG4--ST3GAL2,1,0,CCLE_Omics,1
COL1A1--EEF1A1,1,0,CCLE_Omics,1
COL1A2--EEF1A1,1,0,CCLE_Omics,1
COL6A1--MT-CO2,1,0,CCLE_Omics,1
COLEC10--SAMD12-AS1,1,0,CCLE_Omics,1
COP1--HELZ,1,0,CCLE_Omics,1
COPG1--EEF1A1,1,0,CCLE_Omics,1
COPG2--LINC-PINT,1,0,CCLE_Omics,1
CORO2A--TRIM14,1,0,CCLE_Omics,1
COX16--MT-CO2,1,0,CCLE_Omics,1
COX6A1--GAPDH,1,0,CCLE_Omics,1
COX6A1--GATC,1,0,CCLE_Omics,1
COX6A1--KRT8,1,0,CCLE_Omics,1
COX6C--COX6CP1,1,0,CCLE_Omics,1
COX7A2--EEF1A1,1,0,CCLE_Omics,1
COX7B--FXYD5,1,0,CCLE_Omics,1
COX7C--MT-ND6,1,0,CCLE_Omics,1
COX8A--NAA40,1,0,CCLE_Omics,1
CPB2-AS1--ZC3H13,1,0,CCLE_Omics,1
CPNE1--RBM39,1,0,CCLE_Omics,1
CPSF4L--FAM104A,1,0,CCLE_Omics,1
CPSF6--FOXD1,1,0,CCLE_Omics,1
CPSF6--IVNS1ABP,1,0,CCLE_Omics,1
CPSF6--KBTBD11,1,0,CCLE_Omics,1
CPSF6--MT-ATP6,1,0,CCLE_Omics,1
CPSF6--MT-ATP8,1,0,CCLE_Omics,1
CPSF6--RPL5,1,0,CCLE_Omics,1
CPSF7--HSP90AB1,1,0,CCLE_Omics,1
CRAMP1--MT-RNR2,1,0,CCLE_Omics,1
CRCP--MAP4K3,1,0,CCLE_Omics,1
CREBBP--USP7,1,0,CCLE_Omics,1
CRHR1--LINC02210,1,0,CCLE_Omics,1
CRIP1--CRIP2,1,0,CCLE_Omics,1
CRK--YWHAE,1,0,CCLE_Omics,1
CSDE1--EEF1A1,1,0,CCLE_Omics,1
CSDE1--RPS3,1,0,CCLE_Omics,1
CSE1L--EEF1A1,1,0,CCLE_Omics,1
CSE1L--MSN,1,0,CCLE_Omics,1
CSE1L--STAU1,1,0,CCLE_Omics,1
CSNK1D--PDIA4,1,0,CCLE_Omics,1
CSNK1G2--SCAMP4,1,0,CCLE_Omics,1
CSTF3--EIF3M,1,0,CCLE_Omics,1
CTBP1--MAEA,1,0,CCLE_Omics,1
CTNNA1--RPL7A,1,0,CCLE_Omics,1
CTNNA1--SIL1,1,0,CCLE_Omics,1
CTNNB1--GAPDH,1,0,CCLE_Omics,1
CTNNBIP1--MT-ATP8,1,0,CCLE_Omics,1
CTNND1--SERPING1,1,0,CCLE_Omics,1
CTNND1--TMX2,1,0,CCLE_Omics,1
CTSB--FDFT1,1,0,CCLE_Omics,1
CTSD--HDLBP,1,0,CCLE_Omics,1
CTSD--PEX26,1,0,CCLE_Omics,1
CTSD--TUBA1A,1,0,CCLE_Omics,1
CTTN--MT-ND4L,1,0,CCLE_Omics,1
CUL1--EZH2,1,0,CCLE_Omics,1
CUL1--RPL3,1,0,CCLE_Omics,1
CUL2--PARD3,1,0,CCLE_Omics,1
CUL3--MT-ATP6,1,0,CCLE_Omics,1
CUL3--MT-RNR2,1,0,CCLE_Omics,1
CUL4A--GRTP1,1,0,CCLE_Omics,1
CUL5--DDX10,1,0,CCLE_Omics,1
CUL7--MT-RNR2,1,0,CCLE_Omics,1
CUTA--EEF2,1,0,CCLE_Omics,1
CUTA--S100A6,1,0,CCLE_Omics,1
CUX1--SH2B2,1,0,CCLE_Omics,1
CWC25--RPL23,1,0,CCLE_Omics,1
CWC27--SHISAL2B,1,0,CCLE_Omics,1
CXCL8--GNB1,1,0,CCLE_Omics,1
CXXC5--UBE2D2,1,0,CCLE_Omics,1
CYB5B--NFAT5,1,0,CCLE_Omics,1
CYBA--OST4,1,0,CCLE_Omics,1
CYCS--RPS19,1,0,CCLE_Omics,1
CYP51A1--GNAS,1,0,CCLE_Omics,1
DAG1--MT-CO3,1,0,CCLE_Omics,1
DANCR--GNB1,1,0,CCLE_Omics,1
DANCR--HMGB1,1,0,CCLE_Omics,1
DANCR--PHF14,1,0,CCLE_Omics,1
DANCR--U2AF1,1,0,CCLE_Omics,1
DAPK2--HERC1,1,0,CCLE_Omics,1
DAZAP1--RPS15,1,0,CCLE_Omics,1
DBF4B--NMT1,1,0,CCLE_Omics,1
DBN1--MT-ATP8,1,0,CCLE_Omics,1
DCAF6--MPZL1,1,0,CCLE_Omics,1
DCAF7--TANC2,1,0,CCLE_Omics,1
DCAF8--NCKAP1,1,0,CCLE_Omics,1
DCBLD2--LINC00973,1,0,CCLE_Omics,1
DCLRE1B--RSBN1,1,0,CCLE_Omics,1
DCUN1D2--TMCO3,1,0,CCLE_Omics,1
DCUN1D4--USP46,1,0,CCLE_Omics,1
DDB1--MT-ND5,1,0,CCLE_Omics,1
DDIT4--MT-CO3,1,0,CCLE_Omics,1
DDOST--GPI,1,0,CCLE_Omics,1
DDOST--HP1BP3,1,0,CCLE_Omics,1
DDR2--UAP1,1,0,CCLE_Omics,1
DDX1--EEF1A1,1,0,CCLE_Omics,1
DDX1--MT-ND2,1,0,CCLE_Omics,1
DDX1--NBAS,1,0,CCLE_Omics,1
DDX1--NPM1,1,0,CCLE_Omics,1
DDX1--PDIA6,1,0,CCLE_Omics,1
DDX1--RPL7A,1,0,CCLE_Omics,1
DDX17--HSP90AB1,1,0,CCLE_Omics,1
DDX17--RPL13,1,0,CCLE_Omics,1
DDX17--VMP1,1,0,CCLE_Omics,1
DDX21--RPL11,1,0,CCLE_Omics,1
DDX39B--MT-CO2,1,0,CCLE_Omics,1
DDX39B--MT-ND4,1,0,CCLE_Omics,1
DDX39B--RCC1,1,0,CCLE_Omics,1
DDX39B--RPS18,1,0,CCLE_Omics,1
DDX39B--SNHG3,1,0,CCLE_Omics,1
DDX3X--EEF1A1,1,0,CCLE_Omics,1
DDX3X--GAPDH,1,0,CCLE_Omics,1
DDX46--PCBD2,1,0,CCLE_Omics,1
DDX46--SEC24A,1,0,CCLE_Omics,1
DDX5--EEF1A1,1,0,CCLE_Omics,1
DDX5--GNAS,1,0,CCLE_Omics,1
DDX5--HSP90AA1,1,0,CCLE_Omics,1
DDX5--MT-ATP6,1,0,CCLE_Omics,1
DDX5--NME1-NME2,1,0,CCLE_Omics,1
DDX5--PCBP2,1,0,CCLE_Omics,1
DDX60L--NEK1,1,0,CCLE_Omics,1
DEDD--UFC1,1,0,CCLE_Omics,1
DENND1A--STRBP,1,0,CCLE_Omics,1
DENND2C--HIPK1,1,0,CCLE_Omics,1
DENND5A--IPO7,1,0,CCLE_Omics,1
DENND5A--TMEM41B,1,0,CCLE_Omics,1
DENND5B--SINHCAF,1,0,CCLE_Omics,1
DEPDC1B--PDE4D,0,1,Breast,1
DEPDC5--MT-RNR2,1,0,CCLE_Omics,1
DERA--STRAP,1,0,CCLE_Omics,1
DGCR2--MT-ATP6,1,0,CCLE_Omics,1
DGKZ--MT-RNR2,1,0,CCLE_Omics,1
DGUOK--RPL37A,1,0,CCLE_Omics,1
DHX15--HSP90AA1,1,0,CCLE_Omics,1
DHX30--MAP4,1,0,CCLE_Omics,1
DHX30--SMARCC1,1,0,CCLE_Omics,1
DHX34--NOP53,1,0,CCLE_Omics,1
DHX34--SAE1,1,0,CCLE_Omics,1
DIAPH1--MT-ND4L,1,0,CCLE_Omics,1
DLEU2--INTS6,1,0,CCLE_Omics,1
DLEU2--RNASEH2B,1,0,CCLE_Omics,1
DLG1--FN1,1,0,CCLE_Omics,1
DLG1--UBXN7,1,0,CCLE_Omics,1
DLGAP4--TGIF2,1,0,CCLE_Omics,1
DMGDH--JMY,1,0,CCLE_Omics,1
DMRTA1--LINC01239,1,0,CCLE_Omics,1
DMXL1--TNFAIP8,1,0,CCLE_Omics,1
DNAJA1--MT-RNR2,1,0,CCLE_Omics,1
DNAJA1--RPL10A,1,0,CCLE_Omics,1
DNAJB6--HSP90AA1,1,0,CCLE_Omics,1
DNAJB6--UBE3C,1,0,CCLE_Omics,1
DNAJC1--NEBL,1,0,CCLE_Omics,1
DNAJC18--SIL1,1,0,CCLE_Omics,1
DNAJC24--IMMP1L,1,0,CCLE_Omics,1
DNAJC25-GNG10--PTGR1,1,0,CCLE_Omics,1
DNAJC4--FKBP2,1,0,CCLE_Omics,1
DNM1--ODF2,1,0,CCLE_Omics,1
DNM2--ILF3,1,0,CCLE_Omics,1
DNM2--SMARCA4,1,0,CCLE_Omics,1
DNM3--METTL13,1,0,CCLE_Omics,1
DNM3--RABGAP1L,1,0,CCLE_Omics,1
DNPH1--MT-RNR2,1,0,CCLE_Omics,1
DNPH1--PPIA,1,0,CCLE_Omics,1
DOCK1--GFM1,1,0,CCLE_Omics,1
DOCK2--RANBP17,1,0,CCLE_Omics,1
DOCK4--IMMP2L,1,0,CCLE_Omics,1
DPH5--SLC30A7,1,0,CCLE_Omics,1
DPH6--ZNF770,1,0,CCLE_Omics,1
DPYSL3--JAKMIP2-AS1,1,0,CCLE_Omics,1
DR1--MTF2,1,0,CCLE_Omics,1
DRAP1--MT-ND5,1,0,CCLE_Omics,1
DSN1--SOGA1,1,0,CCLE_Omics,1
DTL--PPP2R5A,1,0,CCLE_Omics,1
DTNBP1--JARID2,1,0,CCLE_Omics,1
DTX2P1-UPK3BP1-PMS2P11--YWHAG,1,0,CCLE_Omics,1
DYNC1H1--HSP90AA1,1,0,CCLE_Omics,1
DYNC1I2--ITGA6,1,0,CCLE_Omics,1
E2F4--RPL14,1,0,CCLE_Omics,1
EAF2--IQCB1,1,0,CCLE_Omics,1
EBLN3P--ZCCHC7,1,0,CCLE_Omics,1
ECHDC1--PTPRK,1,0,CCLE_Omics,1
EDC3--RPL4,1,0,CCLE_Omics,1
EDEM2--MMP24OS,1,0,CCLE_Omics,1
EDEM2--TRPC4AP,1,0,CCLE_Omics,1
EDF1--PTMA,1,0,CCLE_Omics,1
EDF1--TPRN,1,0,CCLE_Omics,1
EEF1A1--EEF1G,1,0,CCLE_Omics,1
EEF1A1--EEF2,1,0,CCLE_Omics,1
EEF1A1--EIF3E,1,0,CCLE_Omics,1
EEF1A1--EIF4A1,1,0,CCLE_Omics,1
EEF1A1--EIF4G2,1,0,CCLE_Omics,1
EEF1A1--EMP1,1,0,CCLE_Omics,1
EEF1A1--EWSR1,1,0,CCLE_Omics,1
EEF1A1--FLNA,1,0,CCLE_Omics,1
EEF1A1--FLNB,1,0,CCLE_Omics,1
EEF1A1--FN1,1,0,CCLE_Omics,1
EEF1A1--FNBP1,1,0,CCLE_Omics,1
EEF1A1--FUS,1,0,CCLE_Omics,1
EEF1A1--G6PD,1,0,CCLE_Omics,1
EEF1A1--GAPDH,1,0,CCLE_Omics,1
EEF1A1--GAS5,1,0,CCLE_Omics,1
EEF1A1--GNAS,1,0,CCLE_Omics,1
EEF1A1--GOLGB1,1,0,CCLE_Omics,1
EEF1A1--HDLBP,1,0,CCLE_Omics,1
EEF1A1--HERC2,1,0,CCLE_Omics,1
EEF1A1--HLA-C,1,0,CCLE_Omics,1
EEF1A1--HNRNPA1,1,0,CCLE_Omics,1
EEF1A1--HNRNPA2B1,1,0,CCLE_Omics,1
EEF1A1--HNRNPF,1,0,CCLE_Omics,1
EEF1A1--HNRNPK,1,0,CCLE_Omics,1
EEF1A1--HSP90AA1,1,0,CCLE_Omics,1
EEF1A1--HSP90AB1,1,0,CCLE_Omics,1
EEF1A1--HSP90B1,1,0,CCLE_Omics,1
EEF1A1--HSPA8,1,0,CCLE_Omics,1
EEF1A1--IGHM,1,0,CCLE_Omics,1
EEF1A1--ITGB4,1,0,CCLE_Omics,1
EEF1A1--KRT18,1,0,CCLE_Omics,1
EEF1A1--KRT7,1,0,CCLE_Omics,1
EEF1A1--KRT8,1,0,CCLE_Omics,1
EEF1A1--LGALS3,1,0,CCLE_Omics,1
EEF1A1--LMO7,1,0,CCLE_Omics,1
EEF1A1--MBNL1,1,0,CCLE_Omics,1
EEF1A1--MSN,1,0,CCLE_Omics,1
EEF1A1--MT-ATP6,1,0,CCLE_Omics,1
EEF1A1--MT-CO1,1,0,CCLE_Omics,1
EEF1A1--MT-CYB,1,0,CCLE_Omics,1
EEF1A1--MT-ND4,1,0,CCLE_Omics,1
EEF1A1--MT-ND4L,1,0,CCLE_Omics,1
EEF1A1--MT-ND6,1,0,CCLE_Omics,1
EEF1A1--MYC,1,0,CCLE_Omics,1
EEF1A1--MYO1C,1,0,CCLE_Omics,1
EEF1A1--NAP1L1,1,0,CCLE_Omics,1
EEF1A1--NDUFS3,1,0,CCLE_Omics,1
EEF1A1--NOL7,1,0,CCLE_Omics,1
EEF1A1--NQO1,1,0,CCLE_Omics,1
EEF1A1--PABPC1,1,0,CCLE_Omics,1
EEF1A1--PRKAB1,1,0,CCLE_Omics,1
EEF1A1--PTMA,1,0,CCLE_Omics,1
EEF1A1--RANGAP1,1,0,CCLE_Omics,1
EEF1A1--RPL11,1,0,CCLE_Omics,1
EEF1A1--RPL19,1,0,CCLE_Omics,1
EEF1A1--RPL30,1,0,CCLE_Omics,1
EEF1A1--RPL35,1,0,CCLE_Omics,1
EEF1A1--RPL37A,1,0,CCLE_Omics,1
EEF1A1--RPL38,1,0,CCLE_Omics,1
EEF1A1--RPL4,1,0,CCLE_Omics,1
EEF1A1--RPL5,1,0,CCLE_Omics,1
EEF1A1--RPLP0,1,0,CCLE_Omics,1
EEF1A1--RPLP0P6,1,0,CCLE_Omics,1
EEF1A1--RPS12,1,0,CCLE_Omics,1
EEF1A1--RPS16,1,0,CCLE_Omics,1
EEF1A1--RPS18,1,0,CCLE_Omics,1
EEF1A1--RPS19,1,0,CCLE_Omics,1
EEF1A1--RPS27A,1,0,CCLE_Omics,1
EEF1A1--RPS3,1,0,CCLE_Omics,1
EEF1A1--RPS4X,1,0,CCLE_Omics,1
EEF1A1--SAR1A,1,0,CCLE_Omics,1
EEF1A1--SENP3-EIF4A1,1,0,CCLE_Omics,1
EEF1A1--SERPINE1,1,0,CCLE_Omics,1
EEF1A1--SLC2A1,1,0,CCLE_Omics,1
EEF1A1--SLC7A5,1,0,CCLE_Omics,1
EEF1A1--SPARC,1,0,CCLE_Omics,1
EEF1A1--SPINT2,1,0,CCLE_Omics,1
EEF1A1--SPNS1,1,0,CCLE_Omics,1
EEF1A1--SQSTM1,1,0,CCLE_Omics,1
EEF1A1--SRP9,1,0,CCLE_Omics,1
EEF1A1--SRSF11,1,0,CCLE_Omics,1
EEF1A1--SRSF7,1,0,CCLE_Omics,1
EEF1A1--SSR1,1,0,CCLE_Omics,1
EEF1A1--SUPT6H,1,0,CCLE_Omics,1
EEF1A1--TCERG1,1,0,CCLE_Omics,1
EEF1A1--TFDP1,1,0,CCLE_Omics,1
EEF1A1--TFRC,1,0,CCLE_Omics,1
EEF1A1--TIMP2,1,0,CCLE_Omics,1
EEF1A1--TNPO3,1,0,CCLE_Omics,1
EEF1A1--TPT1,1,0,CCLE_Omics,1
EEF1A1--TRA2B,1,0,CCLE_Omics,1
EEF1A1--TXNRD1,1,0,CCLE_Omics,1
EEF1A1--UBB,1,0,CCLE_Omics,1
EEF1A1--VDAC3,1,0,CCLE_Omics,1
EEF1A1--WDR6,1,0,CCLE_Omics,1
EEF1A1--WDR74,1,0,CCLE_Omics,1
EEF1A1--XPO1,1,0,CCLE_Omics,1
EEF1A1--YAP1,1,0,CCLE_Omics,1
EEF1A1--YWHAZ,1,0,CCLE_Omics,1
EEF1A1--ZMIZ1,1,0,CCLE_Omics,1
EEF1A1--ZNF207,1,0,CCLE_Omics,1
EEF1A1--ZNF544,1,0,CCLE_Omics,1
EEF1A1P5--EEF1A2,1,0,CCLE_Omics,1
EEF1A1P5--EEF2,1,0,CCLE_Omics,1
EEF1A1P5--ENO1,1,0,CCLE_Omics,1
EEF1A1P5--HSP90AB1,1,0,CCLE_Omics,1
EEF1A1P5--HSP90B1,1,0,CCLE_Omics,1
EEF1A1P5--MT-CO3,1,0,CCLE_Omics,1
EEF1A1P5--MT-CYB,1,0,CCLE_Omics,1
EEF1A1P5--RPS3,1,0,CCLE_Omics,1
EEF1A2--EEF2,1,0,CCLE_Omics,1
EEF1A2--GAPDH,1,0,CCLE_Omics,1
EEF1D--ENO1,1,0,CCLE_Omics,1
EEF1D--GAPDH,1,0,CCLE_Omics,1
EEF1D--HSP90AA1,1,0,CCLE_Omics,1
EEF1D--IGF2R,1,0,CCLE_Omics,1
EEF1D--MT-CO2,1,0,CCLE_Omics,1
EEF1D--RCC1,1,0,CCLE_Omics,1
EEF1D--RPL23A,1,0,CCLE_Omics,1
EEF1D--RPL3,1,0,CCLE_Omics,1
EEF1D--RPL31,1,0,CCLE_Omics,1
EEF1D--RPL7A,1,0,CCLE_Omics,1
