"","isoform","gene","group","prop","count","isoform_counts","gene_counts"
"2472","undefined","undefined","EXOSC10&undefined",1,8,"undefined","undefined"
"2473","NM_001001998&NM_006842","EXOSC10&SF3B2","EXOSC10&SF3B2",1,1,"95&368","95&368"
"2474","undefined","undefined","EXOSC10&SF3B2",0,0,"undefined","undefined"
"2475","NM_004958&NM_000986","MTOR&RPL24","MTOR&RPL24",1,1,"66&4947","66&4947"
"2476","undefined","undefined","MTOR&RPL24",0,0,"undefined","undefined"
"2477","undefined","undefined","PSMD4&UBIAD1&undefined",1,1,"undefined","undefined"
"2478","undefined","undefined","FBXO2&FBXO44",1,1,"undefined","undefined"
"2479","NM_012168&NM_003846","FBXO2&PEX11B","FBXO2&PEX11B",0,0,"108&7.5","108&0"
"2480","NM_012168&NR_073491","FBXO2&PEX11B","FBXO2&PEX11B",0,0,"108&7.5","108&0"
"2481","NM_012168&NR_073492","FBXO2&PEX11B","FBXO2&PEX11B",0,0,"108&0","108&0"
"2482","undefined","undefined","FBXO2&PEX11B",1,1,"undefined","undefined"
"2483","NM_198545&NM_001127325","DRAXIN&MAD2L2","DRAXIN&MAD2L2",0.474452554744526,65,"0&203.15","0&203.15"
"2484","NM_198545&NM_006341","DRAXIN&MAD2L2","DRAXIN&MAD2L2",0.474452554744526,65,"0&146.85","0&203.15"
"2485","undefined","undefined","DRAXIN&MAD2L2",0.0510948905109489,7,"undefined","undefined"
"2486","NM_018381&NM_001127325","C19orf66&MAD2L2","C19orf66&MAD2L2",1,1,"27.42&203.15","3.58&203.15"
"2487","undefined","undefined","C19orf66&MAD2L2",0,0,"undefined","undefined"
"2488","NM_006541&NM_006341","GLRX3&MAD2L2","GLRX3&MAD2L2",1,1,"351.31&146.85","51.69&203.15"
"2489","undefined","undefined","GLRX3&MAD2L2",0,0,"undefined","undefined"
"2490","undefined","undefined","ACTB&DRAXIN&MAD2L2",1,1,"undefined","undefined"
"2491","NM_001290230&NM_001127325","CDK2&MAD2L2","CDK2&MAD2L2",0.333333333333333,0.333333333333333,"0&203.15","0&203.15"
"2492","NM_001798&NM_001127325","CDK2&MAD2L2","CDK2&MAD2L2",0.333333333333333,0.333333333333333,"24&203.15","0&203.15"
"2493","NM_052827&NM_001127325","CDK2&MAD2L2","CDK2&MAD2L2",0.333333333333333,0.333333333333333,"0&203.15","0&203.15"
"2494","undefined","undefined","CDK2&MAD2L2",0,0,"undefined","undefined"
"2495","NM_001127325&NM_001005","MAD2L2&RPS3","MAD2L2&RPS3",1,1,"203.15&8096.52","203.15&8096.52"
"2496","undefined","undefined","MAD2L2&RPS3",0,0,"undefined","undefined"
"2497","NM_001127325&NM_000251","MAD2L2&MSH2","MAD2L2&MSH2",0.5,0.5,"203.15&426","203.15&426"
"2498","NM_006341&NM_000251","MAD2L2&MSH2","MAD2L2&MSH2",0.5,0.5,"146.85&426","203.15&426"
"2499","undefined","undefined","MAD2L2&MSH2",0,0,"undefined","undefined"
"2500","undefined","undefined","DRAXIN&undefined",1,9,"undefined","undefined"
"2501","NM_020350&NM_198545","AGTRAP&DRAXIN","AGTRAP&DRAXIN",1,1,"115.04&0","30.94&0"
"2502","undefined","undefined","AGTRAP&DRAXIN",0,0,"undefined","undefined"
"2503","undefined","undefined","AGTRAP&undefined",1,1,"undefined","undefined"
"2504","NM_020350&NM_001289745","AGTRAP&GAPDH","AGTRAP&GAPDH",0.333333333333333,0.333333333333333,"115.04&45.28","30.94&4.68"
"2505","NM_020350&NM_001289746","AGTRAP&GAPDH","AGTRAP&GAPDH",0.333333333333333,0.333333333333333,"115.04&115.24","30.94&4.68"
"2506","NM_020350&NM_002046","AGTRAP&GAPDH","AGTRAP&GAPDH",0.333333333333333,0.333333333333333,"115.04&12360.79","30.94&4.68"
"2507","undefined","undefined","AGTRAP&GAPDH",0,0,"undefined","undefined"
"2508","NM_020350&NM_002466","AGTRAP&MYBL2","AGTRAP&MYBL2",1,1,"115.04&405.6","30.94&7.4"
"2509","undefined","undefined","AGTRAP&MYBL2",0,0,"undefined","undefined"
"2510","NM_001256959&NM_001184986","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&0.01","0&0.01"
"2511","NM_001256959&NM_001184987","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&87.24","0&0.01"
"2512","NM_001256959&NM_001184988","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&0.01","0&0.01"
"2513","NM_001256959&NM_001184989","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&0.01","0&0.01"
"2514","NM_001256959&NM_001184990","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&87.24","0&0.01"
"2515","NM_001256959&NM_001184991","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&87.24","0&0.01"
"2516","NM_001256959&NM_002494","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&7.28","0&0.01"
"2517","NM_001286&NM_001184986","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"13&0.01","0&0.01"
"2518","NM_001286&NM_001184987","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"13&87.24","0&0.01"
"2519","NM_001286&NM_001184988","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"13&0.01","0&0.01"
"2520","NM_001286&NM_001184989","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"13&0.01","0&0.01"
